First Name,Last Name,COMMCODE,TRADECODE,ADDRESS,PHONE,EMAIL
KEYEN EXPORTS,GINGER               TURMERIC             GARLIC              ,E,K1029,"NO.272 ,KANNUR ,KERALA  Pin:670565",9447300073,keyenindia@gmail.com
GRENERA   NUTRIENTS   PRIVATE LIMITED,GINGER               TURMERIC            ,E,G979,"S  F  NO  1357   UPPU  KINARU  THOTTAMAVAL  POONDURAI   VILLAGE ,ERODE ,TAMIL NADU  Pin:638115",9500989946,grenera@gmail.com
ASIAN FRESH,GINGER               TURMERIC             GARLIC              ,E,A2675,"W 54, RABALE MIDC, NR. BUSHAN HOTEL ,NAVI MUMBAI ,MAHARASHTRA  Pin:400701",9594282911,aasianfresh@gmail.com
Kadamba Marketing Souharda Sahakari Niyamita,GINGER               TURMERIC            ,E,K1659,"No. 7Kadamba ,Sirsi ,KARNATAKA  Pin:581402",9242185319,kadambamarketing@gmail.com
P S S  EXPORTS,GINGER               CUMIN                OTHER SEEDS         ,E,P414,"52P S S  NADAR STREET ,TUTICORIN ,TAMIL NADU  Pin:628 001",9843226810,pssexports@gmail.com
MD.FOKRUL ISLAM,GINGER              ,E,F134,"VILL:- BAKARSHAL ,KARIMGANJ ,ASSAM  Pin:788710",9435075998,fokrulislam66@rediffmail.com
SANAT PRODUCTS LIMITED,GINGER               TAMARIND             SPICE OILS & OLEORES,E,SG29,"B-8, INDUSTRIAL AREASIKANDARABAD ,BULANDSHAHR DIST. ,UTTAR PRADESH  Pin:203205",05735 222137,info@sanat.co.in
PEPPERTRAIL TRADING PRIVATE LIMITED,GINGER               GARLIC              ,E,P1163,"546,Raindrops, ,Bangalore ,KARNATAKA  Pin:560102",9895478103,sujith@peppertrail.co.in
MAYI INDUSTRIES,GINGER               GARLIC              ,E,M629,"T.C. 9/1179, SREEKRISHNA VILASOMMANGALAM LANE ,TRIVANDRUM ,KERALA  Pin:695 010",9895666230,mayi@asianetindia.com
SREE AMMAN EXPORTS,GINGER              ,E,S2848,"225 ,PERUNDURAI ,TAMIL NADU  Pin:638052",9442689124,export@sreeammangroup.net
MRT ORGANIC GREEN PRODUCTS,GINGER               SPICE OILS & OLEORES MINT OILS           ,E,M1305,"OLD NO XV/41-2 NEW NO XIX/305-1PALATTY BUILDING NO 3 ,ALUVA ,KERALA  Pin:683101",9946352024,admin@mrtorganic.in
SANTULAN IMPEX PVT. LTD.,GINGER               TURMERIC            ,E,S1193,"1170/12, RAJANIGANDHA APTS.,REVENUE COLONY, SHIVAJI NAGAR ,PUNE ,MAHARASHTRA  Pin:411005",9822320422,pharmacy@santulan.in
G.S.ENTERPRISES,TURMERIC            ,F,G770,"7/44B, BAZAAR STREETODUVANKURUCHI RASIPURAM TALUK ,NAMAKKAL DIST ,TAMIL NADU  Pin:637 406",9843330789,gsenterprises789@gmail.com
LANCO AGRO FOODS INDIA PVT. LTD.,TURMERIC            ,F,L258,"39/109MEENAKSHI SUNDARAM STREET ,ERODE ,TAMIL NADU  Pin:638003",9360606090,lanco@vsnl.com
D L TANUMAL PVT LTD,TURMERIC             OTHER SEEDS         ,F,T118,"1107 A , C WING, 11TH FLRONE BKC ,MUMBAI ,MAHARASHTRA  Pin:400051",9821253225,info@dltanumal.com
K.S. SHAHUL HAMEED,TURMERIC            ,F,S397,"TURMERIC MERCHANT, 31, KONGALAMMAN KOIL STREETP.BOX NO.359 ,ERODE ,TAMIL NADU  Pin:638 001",9843085566,turmeric@airtelmail.com
LANCER SPICES PRIVATE LIMITED,TURMERIC             CORIANDER            CUMIN                FENUGREEK           ,F,L911,"440/441G I D C INDUSTRIAL ESTATE ,VADODARA ,GUJARAT  Pin:391760",9898810287,accounts@lancerspices.com
PRAKASH OVERSEAS,TURMERIC            ,F,P563,"10SAJAN NAGAR ,INDORE ,MADHYA PRADESH  Pin:452 001",9993030340,info@posagri.com
VARSHA INDUSTRIES PRIVATE LIMITED,TURMERIC             CUMIN                FENNEL              ,F,V870,"SURVEY NO.35RAJKOT HIGHWAY ,SUKHPUR, JUNAGADH ,GUJARAT  Pin:362310",9687634031,varshaindustriespvtltd@gmail.com
MORE &#38 COMPANY,TURMERIC             CUMIN                FENNEL               FENUGREEK           ,F,M971,"8MANGTU RAM RD. ,SILIGURI ,WEST BENGAL  Pin:734405",9434006332,skmore47@yahoo.in
SEASONS INTERNATIONAL PVT.LTD,TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,F,S1671,"5-O-1R.C.VYAS COLONY , ,RAJASTHAN  Pin:311 001",7665437114,info@seasonsinternational.in
D.K.ENTERPRISES,TURMERIC            ,F,D537,"5-2-946OSMAN GUNJ ,HYDERABAD ,ANDHRA PRADESH  Pin:500 012",09959156680,dkegums@yahoo.com
VARCHASVA AGRO,TURMERIC             CORIANDER            FENUGREEK            GARLIC              ,F,V769,"30/1/3KUMARIYA VIRAN ,NEEMUCH ,MADHYA PRADESH  Pin:458441",9425923176,varchasva@hotwanifoods.com
DAKSHA OVERSEAS LLP,TURMERIC            ,F,D576,"309 SAI INFOTECHPATEL CHOWK, ,GHATKOPAR EAST,MUMBAI ,MAHARASHTRA  Pin:400 077",9819100077,tejasshah81@hotmail.com
N V S R K SPICES EXPORTS,TURMERIC            ,F,N640,"D NO. 16/22/59, GMC 364IST  FLOOR, ,WARD 4, OLD GUNTUR,GUNTUR ,ANDHRA PRADESH  Pin:522001","9985245270,",nsraonvsrkspices@gmail.com
UNIVERSAL TRADING,TURMERIC            ,F,U218,"303, SHIKHAR APARTMENTSUNIVERSITY ROAD ,JALARAM-2, RAJKOT ,GUJARAT  Pin:360 007",09993030093,vipulpatel@yahoo.co.in
BAHADURMAL CHOWDHARY &#38 SONS,TURMERIC            ,F,B533,"50 SHARDANAND GUNJNIZAMABAD ,NIZAMABAD ,TELANGANA  Pin:503 002",9505002000,bmc_chowdhary@hotmail.com
MEGH OVERSEAS PVT LTD,TURMERIC            ,F,M1820,"A/43ADITYA RESIDENCY ,AHMEDABAD ,GUJARAT  Pin:380059",9898255500,jigarbhavsar19@gmail.com
SHREE NAKODA EXIM,TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS         ,F,S2336,"GAUSHALA MARKET HOTELSHREE KE NEECHE ,MANDSAUR ,MADHYA PRADESH  Pin:458002",9009290908,shreenakodaexim@gmail.com
JENSON ENTERPRISES P LIMITED,TURMERIC            ,F,J984,"NO 30 ,CHENNAI ,TAMIL NADU  Pin:600021",9840978787,jensonexports@gmail.com
KANISHKA IMPORTS &#38 EXPORTS,TURMERIC            ,F,K1024,"NO 18/17/6 ,SALEM ,TAMIL NADU  Pin:636141",9944972938,kanishkaimports.exports@gmail.com
AMBOOTIA TEA EXPORTS PVT. LTD.,TURMERIC            ,F,A2529,"34A ,KOLKATA ,WEST BENGAL  Pin:700013",9903011800,das1521954@gmail.com
NAGAWAT TRADERS,TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          GARLIC               CURRY POWDER        ,F,N428,"CHAMPA NIWAS ,MANDSAUR ,MADHYA PRADESH  Pin:458001",9926090599,info@nagawatindia.com
AISHWARYA AGRI PRODUCTS,TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,F,A1265,"30 OLD M.I.D.C.COOPERATIVE BLDG.MIDC AREA ,JALGAON ,MAHARASHTRA  Pin:425 003",9765477999,aniljain_jal@hotmail.com
FRINGE PAPO INTERNATIONAL,TURMERIC            ,F,F340,"FLAT NO. 88, FIRST FLOORTYPE- A, POCKET- 10, ,NEW DELHI ,DELHI  Pin:110085",9205191051,info@fringepapo.com
PR EXPORTS,TURMERIC             SPICE OILS & OLEORES,F,P1051,"12BADRINATH  BLDG ,MUMBAI ,MAHARASHTRA  Pin:400052",9820590735,primpexindia@gmail.com
JAY BHOLE SHANKAR STORES,TURMERIC             CORIANDER            GARLIC              ,F,J1017,"NAGA ROAD ,EAST CHAMPARAN, PURBI, CHAMPARAN ,BIHAR  Pin:845305",8296114585,httprajan@gmail.com
BHANU TRADERS,TURMERIC            ,F,B824,"17 ,NIZAMABAD, ANDHRA PRADESH ,ANDHRA PRADESH  Pin:503002",9393557579,bhanutrader@gmail.com
AG AGRO FOOD EXPORTS,TURMERIC             CORIANDER            CURRY POWDER        ,F,A2496,"B-29 1ST MAIN ROADAMBATTUR INDUSTRIAL COMPLEX ,CHENNAI ,TAMIL NADU  Pin:600 058",9841016217,agagexp@gmail.com
SHREE RAM TRADERS,TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,F,S2283,"65, BADRI VIHARLAL SAGAR ,JODHPUR ,RAJASTHAN  Pin:342007",9829085868,shreeramtraders135@gmail.com
K. PATEL PHYTO EXTRACTIONS PVT. LTD,TURMERIC             SPICE OILS & OLEORES,F,K1060,"507, EUREKA TOWER MINDSPACE ,MUMBAI ,MAHARASHTRA  Pin:400064",9821150636,info@phytoextractskp.com
VIPUL DOSHI &#38 CO.,TURMERIC             CORIANDER            FENNEL               OTHER SEEDS          CURRY POWDER        ,F,V498,"504, JAISINGH LAND MARQUEAZAD ROAD ,MUMBAI ,MAHARASHTRA  Pin:400 057",9920605001,vipuldoshi35@yahoo.co.in
S H EXIM INTERNATIONAL LLP,TURMERIC             FENUGREEK            OTHER SEEDS         ,F,S3209,"FLT 5,CTS 1263/2,JM RD,B/H SUBHADRAHOTEL,GOKULESH APT,S NAGAR ,DECCAN ,PUNE ,MAHARASHTRA  Pin:411004",9922995097,sheximintl@gmail.com
P.S.S. GANESAN &#38 SONS,TURMERIC            ,F,G377,"C-82-83, SIPCOT COMPLEXTUTICORIN ,TUTICORIN ,TAMIL NADU  Pin:628 008",9443150001,ganesan1@vsnl.com
SAURAS EXPORTS PRIVATE LIMITED,TURMERIC             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,F,S864,"B-51,APMC MARKET NO.1PHASE-II,SECTOR-19 ,VASHI,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9820076055,hitesh_s63@yahoo.com
EVERPLUS EXIM PRIVATE LIMITED,TURMERIC             FENNEL               FENUGREEK           ,F,E412,"A9/104GOYAL INTERCITY ,AHMEDBAD ,GUJARAT  Pin:380 054",9376999587,everplus.exim@gmail.com
BHAILAL TRIKAMLAL &#38 CO,TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,F,B618,"A-49, MAIN LINEGUNJ BAZAR , ,GUJARAT  Pin:384 170",9898699998,bt_exporters@yahoo.co.in
KALAN PHARMACEUTICALS,TURMERIC            ,F,K984,"IX/262263 & 160 ,TRICHUR DIST ,KERALA  Pin:680305",9447054887,mail@kalanpharmaceuticals.com
MARWAHA AGRO FOODS,TURMERIC            ,F,10580,"SHOP NO.116, 2ND FLOORMANDI FENTON GANJ ,JALANDHAR ,PUNJAB  Pin:144003",9872074750,rvmspices@gmail.com
A.S.M. NAVEEN &#38 CO,TURMERIC            ,F,A1376,"NO 27/1, PARIVALLAL STREETLOURTHU NAGAR, K. PUDUR ,MADURAI ,TAMIL NADU  Pin:625 007",9952173529,naveenherbs@gmail.com
INDIAN TEA ESTATES INDUSTRIES,TURMERIC            ,F,I382,"143/42ND FLOOR ,MADURAI ,TAMIL NADU  Pin:625010",9952380304,ssjeyakumar@hotmail.com
BODHI TREE EXIM PVT LTD (OPC),TURMERIC            ,F,B967,"OLD TARIDIHMASTIPUR, NEAR PRAJNA VIHAR SCHOOL ,GAYA ,BIHAR  Pin:824231",9955549073,indiabodhitree@gmail.com
LOVSON INDUSTRIES,TURMERIC             FENNEL              ,F,L229,"405REWA CHAMBERS, 4TH FLOOR ,MUMBAI ,MAHARASHTRA  Pin:400020",9819224675,lovson@hotmail.com
LANDMARK EXPORTS,TURMERIC             CORIANDER            TAMARIND            ,F,L151,"TC . 36/138 - 2EANCHAKKAL ,THIRUVANANTHAPURAM ,KERALA  Pin:695008",9447060011,landmarkxport@gmail.com
RAGHVANI EXPORTS PVT.LTD,TURMERIC             CUMIN                OTHER SEEDS          CURRY POWDER        ,F,R1048,"PLOT NO.97, 9TH FLOOR, BAJAJ BHAVANNARIMAN POINT ,MUMBAI ,MAHARASHTRA  Pin:400 021",9820101654,exports@laxconind.in
SAI EXPORTS,TURMERIC             CORIANDER            CUMIN                OTHER SEEDS          SPICE OILS & OLEORES,F,S2741,"HIBISCUS SOCIETY A4/C14,GODREJ HILL COMPLEX ,KALYAN WEST ,MAHARASHTRA  Pin:421301",9870344450,saiexport2010@yahoo.com
VEDIC AGROTECH PVT LTD,TURMERIC            ,F,V883,"80, CIVIL LINES ,JHANSI ,UTTAR PRADESH  Pin:284 001",7839452834,anil.mathur@vedicagrotech.com
BUSH TEA COMPANY PVT LTD,TURMERIC            ,F,B838,"3HIDE ROAD ,KOLKATA ,WEST BENGAL  Pin:700043",9903011800,das1521954@gmail.com
SHREE HARI GRUH UDHYOG,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,S3072,"B/H VETERNARY HOSPITALMOVIYA ROAD ,GONDAL ,GUJARAT  Pin:360311",9909980124,yogi190184@gmail.com
DHIRENDRA INTERNATIONAL PVT.LTD,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,D558,"20, MODI BUILDING ,NEEMUCH ,MADHYA PRADESH  Pin:458441",9301610167,cadeepak@dhirendrainternational.com
SURAJMAL SHANTILAL JAIN,CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          GARLIC              ,H,S212,"334, TILAKMARG ,NEEMUCH ,MADHYA PRADESH  Pin:458441",9425328197,surajmalshantilal@gmail.com
DHANRAJ DILIP JAIN,CORIANDER            FENUGREEK           ,H,D638,"3C- 46 ,III KOTA ,RAJASTHAN  Pin:324005",9829090069,dilipjain1103@gmail.com
SATYAM TRADERS,CORIANDER           ,H,S1942,"15MARKET YARD ,VYARA TAPI ,GUJARAT  Pin:394650",9824156483,mail@satyamtraders.com
K.P.INDUSTRIES,CORIANDER           ,H,K469,"M-39 ,SHAHIBAG ROAD, AHMEDABAD ,GUJARAT  Pin:380004",9426052939,mausamfoods@hotmail.com
NAVNEET IMPEX,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,N427,"411- A,  CITY CENTRE570, ,INDORE ,MADHYA PRADESH  Pin:452 001",98930 24311,info@navneetimpex.com
NAGAUR COMMERCIAL CORPORATION,CORIANDER            CUMIN                FENNEL              ,H,N461,"82 ,NAGAUR ,RAJASTHAN  Pin:341001",9414111413,ncckum@gmail.com
AMBALAL LALLUDAS PATEL,CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS         ,H,A047,"402APMC BUILDING MARKET YARD UNJHA ,UNJHA ,GUJARAT  Pin:384170",09426392074,altrader@rediffmail.com
JAY DATTATRAY TRADING CO.,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,J643,"26,KRUSHNA MILL COMPOUNDRAILWAY STATION ROAD ,UNJHA ,GUJARAT  Pin:384 170",9825034504,info@jdspices.com
G.L. ENTERPRISE,CORIANDER            CUMIN                FENNEL               OTHER SEEDS         ,H,G177,"B-92GANJ BAZAR ,UNJHA ,GUJARAT  Pin:384170",9825013035,glvictory@rediffmail.com
EMJAY EXIMP PVT. LTD.,CORIANDER            TAMARIND            ,H,E362,"404CHHEDA BHAVAN ,MUMBAI ,MAHARASHTRA  Pin:400 009",09821433459,emjayent@vsnl.com
G.T.C. FOODS PVT LTD.,CORIANDER            FENUGREEK           ,H,G569,"4083NAYA BAZAR ,DELHI ,DELHI  Pin:110 006",09810052916,gtcfoods@gmail.com
PEPCOS AGENCIES,CORIANDER           ,H,P568,"7/179 ,COCHIN ,KERALA  Pin:682 002",9447026004,pepcosagencies@gmail.com
MASALA KING EXPORTS TRADING PVT.LTD,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,H,M1205,"118, SIDDHIVINAYAK COMPLEX, SECTOR-19CNEAR APMC MKT, OPP. BANK OF SOURASHTRA ,VASHI,NAVI MUMBAI ,MAHARASHTRA  Pin:400 705",9022111717,finance@masalakingexports.com
MANILAL JAMNADAS,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,M610,"C 140,  NADIADWALANADIADWALA ,UNJHA ,GUJARAT  Pin:384 170",9825159818,manilal@nadiadwala.com
SHREE BHAGWATI ENTERPRISE,CORIANDER            CUMIN                FENNEL               FENUGREEK           ,H,S2633,"PLOT NO.219G.I.D.C - 2 ,JUNAGADH ,GUJARAT  Pin:362037",9925032602,bejunagadh@yahoo.com
G.M. TRADERS,CORIANDER            FENUGREEK           ,H,G1114,"PRAGATI CHAURAHADALOUDA ,MANDSAUR ,MADHYA PRADESH  Pin:458 667",9926037473,gminternational99@gmail.com
SHRINIVASA FOODS INTERNATIONAL,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,S1721,"G/F-13, CENTURY APARTMENTBODAKDEV ,AHMEDABAD ,GUJARAT  Pin:380 054",9879548046,bhatt@kanaiyagroup.com
M.M. ENTERPRISE,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,H,M936,"1/2, J.B.HOUSE ,BORSAD ,GUJARAT  Pin:388 540",9825429408,petalsinc@gmail.com
BHARATKUMAR KANTILAL &#38 CO,CORIANDER            CUMIN                FENNEL               OTHER SEEDS         ,H,B044,"OPP. NEW GANJBAZAR GATE ,UNJHA ,GUJARAT  Pin:384 170",9825265453,bkcunjha@yahoo.co.in
DARAKH QUALITY PRODUCTS PVT. LTD.,CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,H,D699,"A-77 2ND FLOORSECTOR 65 ,NOIDA ,UTTAR PRADESH  Pin:201301",9311111401,darakhindia@gmail.com
DHANRAJ KUMAR MUKESH KUMAR,CORIANDER           ,H,D758,"GODAWN NO.05 ,BIAORA ,MADHYA PRADESH  Pin:465674",9406529651,niteshgpt1@gmail.com
M.R.AGRO INDUSTRIES,CUMIN               ,I,M1287,"123 ,UNJHA ,GUJARAT  Pin:384170",9825082144,mitesh@mragroindustries.com
J  LAL FOODS PVT. LTD.,CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,I,J846,"OPP. GUNJ BAZAR GATE1ST FLOOR ,UNJHA, MEHSANA ,GUJARAT  Pin:384170",9737077675,jlalfoods@gmail.com
VINAY FOODS INTERNATIONAL,CUMIN                FENNEL              ,I,V825,"E-323NEW MARKET YARD ,UNJHA ,GUJARAT  Pin:384170",9909054531,vinaysortex@yahoo.com
M.R. CORPORATION,CUMIN                FENNEL              ,I,M1789,"123NEW GUNJ BAZAR ,UNJHA ,GUJARAT  Pin:384170",9426781044,mitesh@mragroindustries.com
OM INDIA TRADING COMPANY PRIVATE LIMITED,CUMIN               ,I,O199,"EAST MARKETP.O. KARIMGAJ BAZAR ,KARIMGANJ ,ASSAM  Pin:788710",9810580074,m.asokan@seeds-grains.com
R. PRAVINCHANDRA &#38 CO,CUMIN                CELERY               FENNEL               OTHER SEEDS         ,I,P514,"VISNAGAR ROAD ,UNJHA ,GUJARAT  Pin:384 170",9825024148,savaj11010@gmail.com
SPICE AGRO INTERNATIONAL,CUMIN                FENNEL              ,I,S2844,"NEAR WATER TANKRAILWAY STATION ROAD ,UNJHA, NORTH GUJARAT ,GUJARAT  Pin:384170",09925329725,spiceagrointernational@gmail.com
SHREE RANG ENTERPRISE,CUMIN                FENNEL               OTHER SEEDS         ,I,S477,"7MAIN LINE ,UNJHA ,GUJARAT  Pin:384170",9825046077,shreerang.a36@gmail.com
DHAIRYA INTERNATIONAL,CUMIN                FENNEL               FENUGREEK           ,I,D605,"E-323 ,UNJHA,  MAHESANA ,GUJARAT  Pin:384170",9909054531,docs@dhairyasesameseeds.com
SHREE VAIBHAV CORPORATION,CUMIN               ,I,S2439,"60NEW MARKET YARD ,UNJHA ,GUJARAT  Pin:384170",9377712351,info@svcunjha.com
SAKUMA EXPORTS LTD,CUMIN               ,I,S1005,"301-A, AURUS CHAMBERSNEAR MAHINDRA TOWER, ,WORLI, MUMBAI ,MAHARASHTRA  Pin:400 013",9619001812,sakumaex@mtnl.net.in
J.H.B. ENTERPRISES,CUMIN               ,I,J309,"556/VI-3MAJITH MANDI ,AMRITSAR ,PUNJAB  Pin:143 006",9855468771,dicky239@yahoo.com
Liza Traders,CUMIN               ,I,L910,"P.O. SONAMURA ,SONAMURA ,TRIPURA  Pin:799131",9436127591,lizatraders2802@gmail.com
SHYAM TRADING COMPANY,CUMIN                FENUGREEK            OTHER SEEDS         ,I,S1982,"H-II, 18 ,JODHPUR ,RAJASTHAN  Pin:342008",9828527448,stcrajasthan@gmail.com
PINEX MINERALS,CUMIN               ,I,P1177,"322MADHAV SQUARE OPP AVANTIKA COMPLEX ,JAMNAGAR ,GUJARAT  Pin:361008",9824400408,pinexminerals@yahoo.in
REVABHAI RANCHHODDAS PATEL,CUMIN               ,I,R671,"56, MAIN LANEOLD MARKET YARD ,NORTH GUJARAT ,GUJARAT  Pin:384 170",9824080430,sachinkpp@yahoo.com
ANVIN OVERSEAS,CUMIN               ,I,A2977,"VIRAL STORES ,(VANDHAY) BHUJ ,GUJARAT  Pin:370040",9601325980,export@anvinoverseas.com
A.A.COMODITIES,CUMIN                FENNEL               FENUGREEK           ,I,A2719,"33/AJALNAGAR SOCIETY ,BILIMORA ,GUJARAT  Pin:396321",09322920202,aacomodi@gmail.com
SAWDAGAR EXPORTS,CUMIN                FENUGREEK           ,I,S2324,"VILL  PO 147BHOTEBARI ,JALPAIGURI ,WEST BENGAL  Pin:735301",09434406002,sawdagarexports@gmail.com
N.K. BROTHERS,CUMIN               ,I,N204,"B 92GANJ BAZAR ,UNJHA ,GUJARAT  Pin:384 170",9825284342,glvictory@rediffmail.com
SWASTIK TRADING COMPANY,CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,I,S1001,"NAI ABADIGOL CHOURAHA ,MANDSAUR ,MADHYA PRADESH  Pin:458001",9425923047,swastik77@hotmail.com
PARAS WHITE GOLD AGRO INDUSTRIES,CUMIN               ,I,P1155,"GIRWAI NAKA ,GWALIOR ,MADHYA PRADESH  Pin:474003",9329764101,paraswhitegold@gmail.com
BALAJI  TRADERS,CUMIN                SPICE OILS & OLEORES,I,B366,"161T  S  VIJAYA  COMPLEX ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9443744092,tsvijayacompany@gmail.com
YUNUS EXPORTS,CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,I,Y018,"L 55APMC MARKET 1, PHASE 2, ,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9820226414,yunus@hebatbhoy.com
RAJ EXPORTS INDIA,CUMIN                CURRY POWDER        ,I,R1307,"A/304ABHINANDAN BLDG, OPP HATKESH ,MIRA ROAD EAST,DIST.THANE ,MAHARASHTRA  Pin:401107",9833617027,rajexports.india@yahoo.com
MALHAR ENTERPRISES,CUMIN                FENUGREEK            CURRY POWDER        ,I,M1301,"2/234,GROHITAM BUILDING, PLOT 14B, ,VASHI,NAVI MUMBAI ,MAHARASHTRA  Pin:400705",9004684900,info@malharenterprises.net.in
AGRO SPICE INDIA PRIVATE LIMITED,FENNEL              ,K,A1635,"47-GVYASARPADI CO-OPERATIVE INDL. ESTATE ,CHENNAI ,TAMIL NADU  Pin:600039",9884123410,rohit@agrospiceindia.com
UNJHA AGRO COMPANY,FENNEL              ,K,U270,"C-143KHADIYA, GANJ BAZAR UNJHA, ,UNJHA ,GUJARAT  Pin:384170",9726670501,unjhaagrocompany@yahoo.om
SEEDS &#38 GRAINS INDIA PVT.LTD,FENNEL              ,K,S1654,"EAST MARKETP.O. KARIM GANJ BAZAR ,KARIMGANJ ,ASSAM  Pin:788711",9810580074,m.asokan@seeds-grains.com
MOORTHY TRADERS,FENNEL              ,K,M663,"73 G/13 B ,TUTICORIN ,TAMIL NADU  Pin:628 002",9443146618,velu@exoflorindia.com
SURESH SEJPAL &#38 CO.,FENNEL              ,K,S218,"P.O. BOX  284VII/654  JEW TOWN ,COCHIN ,KERALA  Pin:682002",9447794105,ssejpal@vsnl.net
MURLI FLOUR MILLS PVT LTD,FENUGREEK           ,L,M1364,"INDUSTRIAL AREA ,NOKHA, BIKNER ,RAJASTHAN  Pin:334803",9413389802,murlibhog@gmail.com
SIMOSIS INTERNATIONAL,FENUGREEK           ,L,S1670,"604,GREAT EASTERN GALLERIASECTOR-4 ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 706",8652170003,admin@simosis.com
DEV ENTERPRISES,FENUGREEK            OTHER SEEDS         ,L,D717,"F105,RIICO Industrial Area, ,Jodhpur ,RAJASTHAN  Pin:342001",9829181020,enterprisesdev@yahoo.com
SUN ENTERPRISE,FENUGREEK           ,L,SF99,"71KHADIA, MARKET YARD ,UNJHA ,GUJARAT  Pin:384 170",9825336253,sunpsyindia@gmail.com
G.S.INDUSTRIES,FENUGREEK           ,L,G1159,"J 385 385G.S.INDUSTRIES ,BIKANER ,RAJASTHAN  Pin:334001",9414141285,rtcbkn5@gmail.com
SHREENATH MULTITRADE PVT. LIMITED,FENUGREEK            OTHER SEEDS         ,L,S2337,"203-KPALDA ,INDORE ,MADHYA PRADESH  Pin:452001",8349667737,shrinathtradingcorporation@hotmail.com
DOSI TRADING COMPANY,FENUGREEK           ,L,D454,"72/3DOSI BHAWAN ,MANDSAUR ,MADHYA PRADESH  Pin:458 001",9893316534,doshikushal@gmail.com
L. CHHOTALAL & CO,FENUGREEK           ,L,C054,"1ST FLOOR, 103 - SANCHETI BHAVANP.O.BOX 2369 ,MUMBAI ,MAHARASHTRA  Pin:400 002",9820146576,lcco@mtnl.net.in
ISHWARCHAND CHANDMAL,FENUGREEK           ,L,I202,"NEW MANDI PRANGAN, NEMUCH ROAD, ,MANDSAUR ,MADHYA PRADESH  Pin:458001",9926465100,manishherbal@rediffmail.com
Marisha Trading International,FENUGREEK           ,L,M2044,"8/CGate 2,  Ground Floor ,Kolkata ,WEST BENGAL  Pin:700023",9836713606,georgeycgsi@hotmail.com
P.S.S.KRISHNAMURTHI EXPORTS (P)LTD,FENUGREEK           ,L,K473,"PLOT NO.C18 & C19-ASIPCOT INDUSTRIAL COMPLEX ,TUTICORIN ,TAMIL NADU  Pin:628008",9842135252,rajasankaralingam2009@gmail.com
Jaroli Agro Private Limited,FENUGREEK            OTHER SEEDS         ,L,J917,"C506Gokul Garden ,Mumbai ,MAHARASHTRA  Pin:400101",9322009711,honey@jaroliagro.com
ARVIND TRADING CO.,FENUGREEK            OTHER SEEDS         ,L,A2467,"N-1KRISHI UPAJ MANDI ,JODHPUR ,RAJASTHAN  Pin:342001",9414127126,riteshjain1983@yahoo.com
RK MERCHANDISE,FENUGREEK           ,L,R1222,"313, RAJNI VIHARAJMER ROAD ,JAIPUR ,RAJASTHAN  Pin:302021",9314937817,cmd@rkmerchandise.in
ADVENTA EXPORT PVT.LTD,FENUGREEK           ,L,A1353,"102-103, AKIK COMPLEXOPP. RAJATH CLUB, S.G. ROAD ,AHMEDABAD ,GUJARAT  Pin:380015",9909040095,adventaexport@gmail.com
SHREE PADMANATH EXIM TRADE PRIVATE LIMITED,FENUGREEK           ,L,S2611,"A/202,SHEETAL SWAR CHS, SHEETAL NAGAR ,THANE ,MAHARASHTRA  Pin:401107",7208826640,padmanatheximtrade@yahoo.com
Merchant Dehydrates pvt ltd,FENUGREEK            GARLIC              ,L,M1893,"Godown no 2 Station Road ,mahuva ,GUJARAT  Pin:364290",09099832727,info@merchantdehydrates.com
